R2_1,1,j_2,1,Terminated,87076,87086,50,0.2
M1,1,j_2,1,Terminated,87076,87083,50,0.2
R5_4,1,j_8,1,Terminated,316284,316295,50,0.2
M6,1138,j_8,1,Terminated,316284,316297,50,0.2
R16_15,1,j_8,1,Terminated,316284,316310,50,0.2
R10_9,1,j_8,1,Terminated,316284,316294,50,0.2
M1,1,j_8,1,Terminated,316284,316295,50,0.2
R15_14,1,j_8,1,Terminated,316284,316310,50,0.2
M8,1,j_8,1,Terminated,316284,316294,50,0.2
M11,116,j_8,1,Terminated,316284,316302,50,0.2
J13_2_5_7_12,3,j_8,1,Terminated,316284,316310,50,0.2
J12_10_11,1,j_8,1,Terminated,316284,316302,50,0.2
R2_1,1,j_8,1,Terminated,316284,316295,50,0.2
R7_6,5,j_8,1,Terminated,316284,316305,50,0.3
R4_3,1,j_8,1,Terminated,316284,316295,50,0.2
R14_13,1,j_8,1,Terminated,316284,316310,50,0.2
R9_8,1,j_8,1,Terminated,316284,316294,50,0.2
R17_16,1,j_8,1,Terminated,316284,316310,50,0.2
M3,1,j_8,1,Terminated,316284,316295,50,0.2
R3_2,1,j_31,1,Terminated,188349,188357,50,0.2
M1,1,j_31,1,Terminated,188349,188354,50,0.2
R2_1,1,j_31,1,Terminated,188349,188355,50,0.2
R2_1,1,j_52,1,Terminated,545783,545784,50,0.2
M1,1,j_52,1,Terminated,545783,545784,50,0.2
R3_2,1,j_76,1,Terminated,633313,633318,100,0.49
R4_3,1,j_76,1,Terminated,633313,633318,100,0.39
M1,11,j_76,1,Terminated,633313,633318,100,0.3
R2_1,5,j_76,1,Terminated,633313,633318,100,0.49
R2_1,1,j_81,1,Terminated,443709,443732,50,0.2
M1,1,j_81,1,Terminated,443709,443729,50,0.2
R2_1,1,j_89,1,Terminated,212262,212262,100,0.49
R3_2,1,j_89,1,Terminated,212262,212286,100,0.39
M1,1,j_89,1,Terminated,212262,212262,100,0.3
R2_1,1,j_97,1,Terminated,285823,285824,100,0.39
M3_2,1,j_97,1,Terminated,285823,285830,100,0.3
M1,1,j_97,1,Terminated,285823,285824,100,0.3
R4_3,1,j_97,1,Terminated,285823,285830,100,0.39
M1,2,j_119,1,Terminated,352583,352584,50,0.2
R2_1,1,j_119,1,Terminated,352583,352584,50,0.2
R2_1,1,j_130,1,Terminated,685036,685109,100,0.49
R4_3,1,j_130,1,Terminated,685036,685109,100,0.39
M1,2,j_130,1,Terminated,685036,685101,100,0.3
R3_2,1,j_130,1,Terminated,685036,685109,100,0.49
R9_8,11,j_139,1,Terminated,184260,184281,100,0.49
M5,2,j_139,1,Terminated,184260,184265,100,0.3
J11_9_10,13,j_139,1,Terminated,184260,184281,100,0.59
R7_6,1,j_139,1,Terminated,184260,184261,100,0.39
R2_1,1,j_139,1,Terminated,184260,184261,100,0.39
J8_2_3_4_5_7,11,j_139,1,Terminated,184260,184279,100,0.59
R12_11,13,j_139,1,Terminated,184260,184283,100,0.39
M6,1,j_139,1,Terminated,184260,184260,100,0.3
M4,3,j_139,1,Terminated,184260,184262,100,0.3
M3,3,j_139,1,Terminated,184260,184264,100,0.3
M10,1,j_139,1,Terminated,184260,184261,100,0.3
M1,1,j_139,1,Terminated,184260,184260,100,0.3
M3,323,j_145,1,Terminated,260031,260301,50,0.59
R2_1,39,j_145,1,Terminated,260031,260225,50,0.39
M1,12,j_145,1,Terminated,260031,260181,50,0.39
J4_2_3,507,j_145,1,Terminated,260031,260576,50,0.39
R2_1,1,j_158,1,Terminated,599793,599795,100,0.39
J4_2_3,3,j_158,1,Terminated,599793,599798,100,0.49
M1,1,j_158,1,Terminated,599793,599795,100,0.3
M3,1,j_158,1,Terminated,599793,599796,100,0.49
M7,2,j_175,1,Terminated,511923,511925,100,0.3
R10_9,219,j_175,1,Terminated,511923,511934,100,0.39
R2_1,1,j_175,1,Terminated,511923,511925,100,0.39
M5,2,j_175,1,Terminated,511923,511927,100,0.3
M9_2_4_6_8,219,j_175,1,Terminated,511923,511933,100,0.3
M3,1,j_175,1,Terminated,511923,511924,100,0.3
R8_7,1,j_175,1,Terminated,511923,511926,100,0.39
R6_5,1,j_175,1,Terminated,511923,511928,100,0.39
M1,1,j_175,1,Terminated,511923,511924,100,0.3
R4_3,1,j_175,1,Terminated,511923,511925,100,0.39
J3_1_2,1,j_207,1,Terminated,509233,509234,50,0.2
M1,1,j_207,1,Terminated,509233,509233,50,0.2
M2,1,j_207,1,Terminated,509233,509234,50,0.2
J3_1_2,3,j_223,1,Terminated,550822,550840,100,0.59
M1,1,j_223,1,Terminated,550822,550840,100,0.3
R4_3,3,j_223,1,Terminated,550822,550840,100,0.49
M2,1,j_223,1,Terminated,550822,550839,100,0.3
R5_4,1,j_223,1,Terminated,550822,550840,100,0.39
M1,1,j_239,1,Terminated,458548,458549,100,0.3
R4_3,3,j_239,1,Terminated,458548,458557,100,0.39
M3_2,3,j_239,1,Terminated,458548,458557,100,0.3
R2_1,1,j_239,1,Terminated,458548,458549,100,0.39
M1,1,j_255,1,Terminated,578938,578939,100,0.3
R2_1,1,j_255,1,Terminated,578938,578939,100,0.39
M14,1,j_262,1,Terminated,388140,388144,100,0.3
R2_1,1,j_262,1,Terminated,388144,388148,100,0.39
J15_10_13_14,1,j_262,1,Terminated,388177,388182,100,0.59
M5,1,j_262,1,Terminated,388140,388145,100,0.3
M11,1,j_262,1,Terminated,388140,388145,100,0.3
M6,1,j_262,1,Terminated,388140,388149,100,0.3
R10_9,1,j_262,1,Terminated,388172,388177,100,0.49
R12_11,1,j_262,1,Terminated,388145,388150,100,0.49
R13_12,1,j_262,1,Terminated,388150,388154,100,0.49
R4_3,1,j_262,1,Terminated,388145,388149,100,0.39
J8_2_4_5_7,7,j_262,1,Terminated,388159,388166,100,0.59
R16_15,1,j_262,1,Terminated,388182,388188,100,0.49
J7_6_11,1,j_262,1,Terminated,388149,388158,100,0.59
R9_8,1,j_262,1,Terminated,388166,388172,100,0.49
M3,1,j_262,1,Terminated,388140,388144,100,0.3
R17_16,1,j_262,1,Terminated,388188,388192,100,0.39
M1,1,j_262,1,Terminated,388140,388144,100,0.3
J6_4_5,3,j_293,1,Terminated,333930,333931,100,0.59
M5,1,j_293,1,Terminated,333930,333931,100,0.3
