R6_3,371,j_3,1,Terminated,157297,157325,100,0.49
J4_2_3,1111,j_3,1,Terminated,157329,157376,100,0.59
R2_1,1,j_3,1,Terminated,157322,157328,100,0.39
J8_3_7,1111,j_3,1,Terminated,157331,157376,100,0.59
M3,12846,j_3,1,Terminated,157213,157295,100,0.3
R9_8,1,j_3,1,Terminated,157376,157381,100,0.39
R1_3,371,j_3,1,Terminated,157297,157322,100,0.49
R5_4,1,j_3,1,Terminated,157376,157381,100,0.39
R7_6,1,j_3,1,Terminated,157326,157330,100,0.39
M4_3,1,j_15,1,Terminated,119444,119493,100,0.3
M1,1,j_15,1,Terminated,119444,119471,100,0.3
R3_2,1,j_15,1,Terminated,119444,119471,100,0.39
R5_4,1,j_15,1,Terminated,119444,119493,100,0.39
R2_1,1,j_15,1,Terminated,119444,119471,100,0.49
M1,1,j_34,1,Terminated,669954,669955,100,0.3
M3,100,j_34,1,Terminated,669954,669965,100,0.3
R7_6,1,j_34,1,Terminated,669954,669956,100,0.39
M8_5_7,141,j_34,1,Terminated,669954,669976,100,0.3
J9_2_3_8,243,j_34,1,Terminated,669954,669988,100,0.59
R10_9,243,j_34,1,Terminated,669954,670005,100,0.39
M6,1,j_34,1,Terminated,669954,669955,100,0.3
R2_1,1,j_34,1,Terminated,669954,669962,100,0.39
R5_4,1,j_34,1,Terminated,669954,669956,100,0.39
M4,1,j_34,1,Terminated,669954,669955,100,0.3
M2,1,j_66,1,Terminated,178509,178513,50,0.3
J3_1_2,1,j_66,1,Terminated,178509,178533,50,0.3
M1,4,j_66,1,Terminated,178509,178522,50,0.39
R2_1,1,j_78,1,Terminated,175026,175026,100,0.39
M1,1,j_78,1,Terminated,175026,175026,100,0.3
R2_1,1,j_82,1,Terminated,609606,609624,50,0.2
M3,108,j_82,1,Terminated,609606,609661,50,0.59
J4_2_3,61,j_82,1,Terminated,609606,609715,50,0.39
M1,1,j_82,1,Terminated,609606,609616,50,0.39
R9_8,11,j_90,1,Terminated,645686,645718,100,0.39
M2,1,j_90,1,Terminated,645686,645687,100,0.3
R6_5,1,j_90,1,Terminated,645686,645692,100,0.74
M4,1,j_90,1,Terminated,645686,645687,100,0.3
M5,1,j_90,1,Terminated,645686,645688,100,0.3
R7_6,1,j_90,1,Terminated,645686,645693,100,0.49
R3_2,1,j_90,1,Terminated,645686,645688,100,0.49
M1,8,j_90,1,Terminated,645686,645702,100,0.3
J8_1_3_4_7,11,j_90,1,Terminated,645686,645718,100,0.59
M1,1,j_98,1,Terminated,347368,347372,100,0.3
R2_1,1,j_98,1,Terminated,347372,347375,100,0.39
M11,1570,j_127,1,Terminated,160404,160433,100,0.49
J9_7_8,1,j_127,1,Terminated,160422,160428,100,0.59
R5_4,1,j_127,1,Terminated,160408,160411,100,0.49
M7_6,3,j_127,1,Terminated,160416,160422,100,0.3
J14_3_13,13,j_127,1,Terminated,160774,160799,100,0.59
J16_1_7_15,1,j_127,1,Terminated,160824,160869,100,0.49
M4,1,j_127,1,Terminated,160404,160407,100,0.3
R13_10_12,30,j_127,1,Terminated,160741,160774,100,0.49
R15_14,1,j_127,1,Terminated,160799,160823,100,0.49
R12_11,112,j_127,1,Terminated,160434,160464,100,0.49
R1_4,1,j_127,1,Terminated,160408,160412,100,0.49
M8,1,j_127,1,Terminated,160404,160417,100,0.49
M2,9,j_127,1,Terminated,160404,160412,100,0.3
R6_5,1,j_127,1,Terminated,160411,160416,100,0.39
R10_9,1,j_127,1,Terminated,160428,160740,100,0.49
R3_2,1,j_127,1,Terminated,160413,160439,100,0.49
R3_2,1,j_131,1,Terminated,292097,292104,100,0.39
R2_1,1,j_131,1,Terminated,292097,292103,100,0.49
M1,1,j_131,1,Terminated,292097,292103,100,0.3
R3_2,1,j_142,1,Terminated,413895,413897,100,0.39
R2_1,1,j_142,1,Terminated,413895,413897,100,0.49
M1,2,j_142,1,Terminated,413895,413896,100,0.3
J5_1_4,3,j_146,1,Terminated,104607,104611,100,0.59
M2,1,j_146,1,Terminated,104607,104607,100,0.3
M1,2,j_146,1,Terminated,104607,104611,100,0.3
M4_3,1,j_146,1,Terminated,104607,104609,100,0.3
R3_2,1,j_146,1,Terminated,104607,104607,100,0.39
R6_5,3,j_146,1,Terminated,104607,104611,100,0.49
R8_7,1,j_146,1,Terminated,104607,104611,100,0.39
R7_6,1,j_146,1,Terminated,104607,104611,100,0.49
M12,1,j_160,1,Terminated,277966,277981,100,0.3
M2,492,j_160,1,Terminated,277966,277990,100,0.3
M9_4_6_8,525,j_160,1,Terminated,277983,278016,100,0.3
R4_3,1,j_160,1,Terminated,277978,277981,100,0.39
M15,1,j_160,1,Terminated,277966,277978,100,0.3
J10_1_2_9,1111,j_160,1,Terminated,278017,278112,100,0.79
J13_11_12,1,j_160,1,Terminated,278136,278254,100,0.59
M7,1,j_160,1,Terminated,277966,277978,100,0.3
M5,1,j_160,1,Terminated,277966,277978,100,0.3
M3,1,j_160,1,Terminated,277966,277978,100,0.3
M1,12230,j_160,1,Terminated,277968,278001,100,0.3
R16_15,1,j_160,1,Terminated,277978,277986,100,0.39
R8_7,1,j_160,1,Terminated,277978,277981,100,0.39
R18_17,1,j_160,1,Terminated,278265,278271,100,0.39
R6_5,1,j_160,1,Terminated,277978,277983,100,0.39
M17_14_16,3,j_160,1,Terminated,278260,278265,100,0.3
R11_10,25,j_160,1,Terminated,278113,278136,100,0.49
R14_13,1,j_160,1,Terminated,278254,278259,100,0.39
M1,14,j_178,1,Terminated,146865,146880,100,0.3
R2_1,1,j_178,1,Terminated,146865,146880,100,0.39
M3_2,17,j_209,1,Terminated,87978,87979,100,0.2
R2_1,1,j_209,1,Terminated,87978,87978,100,0.39
M1,1,j_209,1,Terminated,87978,87978,100,0.3
M1,1,j_229,1,Terminated,561203,561204,100,0.3
R3_2,1,j_229,1,Terminated,561203,561205,100,0.39
R2_1,1,j_229,1,Terminated,561203,561204,100,0.49
J4_2_3,3,j_243,1,Terminated,457873,458051,50,0.39
M6,1,j_243,1,Terminated,457873,457899,50,0.3
M1,17,j_243,1,Terminated,457873,458136,50,0.39
M2,2,j_243,1,Terminated,457873,458010,50,0.49
J7_5_6,1,j_243,1,Terminated,457873,458184,50,0.2
J5_1_4,3,j_243,1,Terminated,457873,458173,50,0.39
M3,947,j_243,1,Terminated,457874,457936,50,0.59
R6_1,1,j_257,1,Terminated,578303,578342,100,0.39
M1,1,j_257,1,Terminated,578303,578344,100,0.3
R4_1,1,j_257,1,Terminated,578303,578344,100,0.39
R3_1,1,j_257,1,Terminated,578303,578343,100,0.39
R5_1,1,j_257,1,Terminated,578303,578344,100,0.39
R2_1,1,j_257,1,Terminated,578303,578343,100,0.39
M1,13,j_275,1,Terminated,566109,566112,50,0.2
R2_1,1,j_275,1,Terminated,566109,566116,50,0.2
M3,1,j_295,1,Terminated,117291,117292,50,0.2
R2_1,1,j_295,1,Terminated,117291,117292,50,0.2
R5_4,1,j_295,1,Terminated,117291,117292,50,0.2
R1_3,1,j_295,1,Terminated,117291,117292,50,0.2
M6_2_5,3,j_295,1,Terminated,117291,117293,50,0.2
R4_3,1,j_295,1,Terminated,117291,117292,50,0.2
M1,1,j_308,1,Terminated,112155,112159,50,0.2
R2_1,1,j_308,1,Terminated,112155,112163,50,0.2
M3,1,j_308,1,Terminated,112155,112164,50,0.2
R4_3,1,j_308,1,Terminated,112155,112170,50,0.2
M5_2_4,3,j_308,1,Terminated,112155,112193,50,0.3
M1,1,j_323,1,Terminated,682728,682728,50,0.15
R3_2,1,j_323,1,Terminated,682728,682729,50,0.15
R2_1,1,j_323,1,Terminated,682728,682728,50,0.15
R2_1,3,j_328,1,Terminated,532597,532689,50,0.39
M1,4,j_328,1,Terminated,532597,532647,50,0.39
M7,21,j_350,1,Terminated,573971,573973,100,0.3
R2_1,1,j_350,1,Terminated,573971,573982,100,0.49
M5,3,j_350,1,Terminated,573971,573972,100,0.3
J6_4_5,35,j_350,1,Terminated,573971,573982,100,0.59
J8_6_7,57,j_350,1,Terminated,573971,573983,100,0.59
J4_2_3,31,j_350,1,Terminated,573971,573982,100,0.59
M3,30,j_350,1,Terminated,573971,573976,100,0.3
M1,2,j_350,1,Terminated,573971,573980,100,0.3
R9_8,57,j_350,1,Terminated,573971,573983,100,0.49
R10_9,1,j_350,1,Terminated,573971,573983,100,0.39
M2,182,j_358,1,Terminated,244563,244579,100,0.3
J4_1_2_3,197,j_358,1,Terminated,244563,244625,100,0.49
M3,9,j_358,1,Terminated,244563,244568,100,0.3
M1,5,j_358,1,Terminated,244563,244608,100,0.3
R2_1,23,j_378,1,Terminated,92522,92765,100,0.39
M1,67,j_378,1,Terminated,92522,92586,100,0.3
R3_2,1,j_386,1,Terminated,510240,510243,100,0.39
R2_1,1,j_386,1,Terminated,510237,510240,100,0.49
M1,1,j_386,1,Terminated,510233,510236,100,0.3
M4_3,1,j_386,1,Terminated,510243,510246,100,0.2
